"BehaviorSpace results (NetLogo 6.3.0)"
"groupFormation_identityPaper_reducedModel.nlogo"
"Step4.1_b016_IndID-hetPar_RS11-20"
"02/03/2023 14:55:39:896 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-5","5","-5","5"
"[run number]","RS","Number_Of_Agents","HK_opinion_distribution?","Boundary_Mean","Use_Present_Opinion?","Boundary_Distribution","Boundary_STD","Conformity_Distribution","Conformity_Mean","Conformity_STD","Use_Identity?","Identity_Type","SPIRO_Distribution","SPIRO_Mean","SPIRO_STD","Identity_Levels","Minimum_SPIRO","Maximum_SPIRO","Proportion_Of_High_Covert_SPIRO","centroid_color?","N_centroids","killing_centroids?","avoid_seed_control?","updating","set-seed?","polar_repeats","Normalize_Distances?","Y-opinion","X-opinion","Number_Of_Opinion_Dimensions","model","max-ticks","Centroids_change","polarisation-each-n-steps","show_dice_rolls?","ESBG_furthest_out","[step]","SPIRO_0.15","SPIRO_0.25","SPIRO_0.35","SPIRO_0.45","SPIRO_0.55","SPIRO_0.65","SPIRO_0.75","SPIRO_0.85"
"111","11","101","true","0.14","false","normal","0","normal","0.8","0","true","individual","normal","0.7","0.1","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","0","3","14","33","33","18"
"117","11","101","true","0.14","false","normal","0","normal","0.8","0","true","individual","normal","0.85","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","0","0","0","0","0","101"
"100","11","101","true","0.14","false","normal","0","normal","0.8","0","true","individual","normal","0.61","0.15","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","2","9","15","22","24","17","12"
"108","11","101","true","0.14","false","normal","0","normal","0.8","0","true","individual","normal","0.67","0.15","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","1","1","10","21","24","29","15"
"114","11","101","true","0.14","false","normal","0","normal","0.8","0","true","individual","normal","0.73","0.05","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","0","0","0","28","66","7"
"115","11","101","true","0.14","false","normal","0","normal","0.8","0","true","individual","normal","0.73","0.1","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","0","0","11","29","34","27"
"118","11","101","true","0.14","false","normal","0","normal","0.8","0","true","individual","normal","0.85","0.05","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","0","0","0","0","17","84"
"121","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","101","0","0","0","0","0","0","0"
"119","11","101","true","0.14","false","normal","0","normal","0.8","0","true","individual","normal","0.85","0.1","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","0","0","1","5","26","69"
"116","11","101","true","0.14","false","normal","0","normal","0.8","0","true","individual","normal","0.73","0.15","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","0","5","15","30","28","23"
"122","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0","0.05","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","101","0","0","0","0","0","0","0"
"125","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.25","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","101","0","0","0","0","0","0"
"112","11","101","true","0.14","false","normal","0","normal","0.8","0","true","individual","normal","0.7","0.15","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","1","7","22","29","26","16"
"120","11","101","true","0.14","false","normal","0","normal","0.8","0","true","individual","normal","0.85","0.15","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","0","0","6","14","26","55"
"123","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0","0.1","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","95","6","0","0","0","0","0","0"
"129","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.37","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","101","0","0","0","0","0"
"124","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0","0.15","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","85","10","6","0","0","0","0","0"
"133","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.49","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","0","101","0","0","0","0"
"126","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.25","0.05","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","18","68","15","0","0","0","0","0"
"127","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.25","0.1","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","32","36","28","5","0","0","0","0"
"134","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.49","0.05","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","4","58","39","0","0","0"
"137","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.61","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","0","0","0","101","0","0"
"131","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.37","0.1","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","5","22","39","25","10","0","0","0"
"130","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.37","0.05","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","7","65","29","0","0","0","0"
"128","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.25","0.15","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","33","26","22","14","5","1","0","0"
"141","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.64","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","0","0","0","101","0","0"
"138","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.61","0.05","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","0","2","38","60","1","0"
"135","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.49","0.1","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","1","3","14","40","30","13","0","0"
"136","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.49","0.15","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","6","7","16","22","26","17","4","3"
"145","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.67","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","0","0","0","101","0","0"
"132","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.37","0.15","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","15","19","23","24","15","3","2","0"
"139","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.61","0.1","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","1","1","13","27","41","17","1"
"146","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.67","0.05","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","0","0","7","65","29","0"
"142","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.64","0.05","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","0","1","21","66","13","0"
"140","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.61","0.15","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","1","2","4","18","20","27","17","12"
"149","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.7","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","0","0","0","101","0","0"
"144","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.64","0.15","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","1","0","4","13","18","33","18","14"
"153","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.73","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","0","0","0","0","101","0"
"147","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.67","0.1","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","1","4","22","39","25","10"
"150","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.7","0.05","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","0","0","3","48","50","0"
"157","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.85","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","0","0","0","0","0","101"
"143","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.64","0.1","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","1","6","25","40","26","3"
"154","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.73","0.05","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","0","0","1","26","66","8"
"158","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.85","0.05","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","0","0","0","1","17","83"
"155","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.73","0.1","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","1","0","10","23","44","23"
"151","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.7","0.1","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","1","2","15","33","35","15"
"152","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.7","0.15","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","1","0","2","7","17","24","24","26"
"156","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.73","0.15","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","1","0","6","11","24","32","27"
"161","11","101","true","0.14","false","normal","0.05","normal","0.2","0","true","individual","normal","0","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","101","0","0","0","0","0","0","0"
"160","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.85","0.15","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","0","0","7","13","26","55"
"159","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.85","0.1","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","0","0","0","1","6","25","69"
"162","11","101","true","0.14","false","normal","0.05","normal","0.2","0","true","individual","normal","0","0.05","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","101","0","0","0","0","0","0","0"
"165","11","101","true","0.14","false","normal","0.05","normal","0.2","0","true","individual","normal","0.25","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","0","101","0","0","0","0","0","0"
"148","11","101","true","0.14","false","normal","0","normal","0.8","0.1","true","individual","normal","0.67","0.15","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","1","1.0E-5","400","false","1","0","1","0","3","10","17","31","20","19"
